tqwt_kurtosisValue_dec_30,tqwt_skewnessValue_dec_33,tqwt_skewnessValue_dec_26,tqwt_minValue_dec_15,tqwt_minValue_dec_12,tqwt_meanValue_dec_29,tqwt_medianValue_dec_27,tqwt_medianValue_dec_25,tqwt_medianValue_dec_10,tqwt_medianValue_dec_8,tqwt_TKEO_std_dec_17,tqwt_TKEO_mean_dec_13,tqwt_entropy_log_dec_26,tqwt_entropy_shannon_dec_28,tqwt_energy_dec_27,tqwt_energy_dec_26,tqwt_energy_dec_12,det_entropy_shannon_6_coef,std_Log_energy,mean_9th_delta_delta,mean_delta_log_energy,mean_MFCC_9th_coef,mean_MFCC_3rd_coef,mean_MFCC_2nd_coef,GQ_std_cycle_open,f2,f1,minIntensity,locPctJitter,meanPeriodPulses
0.03010179095186634,0.45923865148184145,0.39526492430431365,0.8678935044571027,0.8872300822479392,2.7206666666666666e-18,0.49952397980216695,0.32093945356394266,0.6071857745527153,0.6848778555944639,0.008910275770766227,0.003592785387131002,0.21073738670252995,0.9299683365320455,0.0005834070360180097,0.0004571163440496066,0.06351381524338384,0.9990600798996255,0.05181114972233581,0.2811057188795304,0.5548074937765656,0.20408512239122445,0.5091149367756553,0.6974720249823414,0.1555297174604298,0.11921364636678666,0.27611232110268774,0.6629080916662201,0.03645599880472136,0.014002607903945141
0.010004077440464793,0.4707325231405037,0.4203982049660228,0.5142744608645851,0.8695063727441317,2.7002666666666667e-18,0.5763454972816742,0.3227396562874086,0.5091831081944858,0.6653743538435879,0.10181457937670314,0.004370998674215026,0.7741841782164858,0.9484247954156225,0.08625595386157794,0.09631962258557028,0.006359818444300136,0.9999137870420917,0.03083986495820734,0.3086749369403921,0.5753574077785902,0.8567727704106498,0.5762428559788617,0.385818431911967,0.05594475590583025,0.24068074691351804,0.5044821250568108,0.8496716295284718,0.04019124458389363,0.522469458220112
0.011192936725250836,0.6540143230518102,0.4203982049660228,0.8525999924831152,0.9022290034630378,2.7066666666666665e-18,0.5975471294159984,0.3227396562874086,0.6429332375554729,0.6653743538435879,0.009308127649841357,0.00037795519727509743,0.7591675637413291,0.9754029223605902,0.5061886097225055,0.38910961436386393,0.00447335722941775,0.9923316936982659,0.3302644859694462,0.6773059165400558,0.5231522381979198,0.4395354006891186,0.4760597207187282,0.8307409197367932,0.39666250448656054,0.23982160101760142,0.21771298486425,0.33303564838341926,0.3304945465411624,0.6318955737932527
0.38838424562778867,0.46862292065708655,0.9999999999999998,0.8713014509559103,0.7487284013233695,2.8624466666666666e-18,0.5004136706623513,0.3235147754218436,0.6005028337665658,0.7162331165582791,0.010938126520776513,0.021350399058647614,0.2038835110668199,0.9297383498666576,0.00022904294045414408,0.0003803266747387566,0.2542052506617443,0.9995880121398005,0.0865750482456358,0.4718569763839925,0.5015371994792215,0.4482314617693077,0.21410917499893295,0.5267426298375404,0.3918525071658587,0.3158518139113583,0.5655683375165095,0.7789218712923581,0.03600776931122068,0.25943069827971743
0.06416560526024506,0.5033859203834578,0.4208369182409292,0.8311170988880613,0.7920780210089202,2.807333333333333e-18,0.44701200527494156,0.310562488820397,0.7025062549842027,0.7378064032016008,0.023393892767015957,0.0004601381339661217,0.7053032440916216,0.9581647563834886,0.2805288598278851,0.1543509395878817,0.0018064383073663687,0.8567546664891337,0.16377266431982523,0.30421724956853957,0.34359367878377517,0.5528868597224716,0.7775876585458593,0.5953641399308525,0.5467005707410534,0.18724287180223886,0.29973423244837333,0.656186764007428,0.18855520693261618,0.2311201286548884
0.43376997370318937,0.4183450175971618,0.4204697402510103,0.6333929875226285,0.48541977507077216,2.253e-18,0.7601917290921225,0.30932654072127347,0.6146868855353109,0.5680131732532934,0.04242236560728322,0.011737311491144754,0.9250149812672535,0.5060105637649042,0.7498780694436324,0.5187690054124249,0.03818473275416861,0.9999034664061284,0.04570766980063252,0.5803106515421946,0.6136537488492273,0.19207428117064662,0.5492707569461418,0.5420982192646566,0.151492975689161,0.5697955823309554,0.455670052824151,0.9026139058552723,0.13790527416704018,0.6044019335982613
0.20953156106053814,0.34803883641716127,0.4249726817103593,0.7097948294160047,0.6745660198464487,2.6673999999999998e-18,0.49860917830714463,0.13323334755149488,0.5303678722096073,0.7262798065699516,0.04070816381148747,0.03208841322325149,0.5934375665042261,0.9301263150789127,0.00033206365875247863,0.03754903415937355,0.04531188480791946,0.9994100066947013,0.038067282864286976,0.5533845677282316,0.5757502000465076,0.17455220116107079,0.4663321732180201,0.4750723075207257,0.130856313791308,0.6471174561467888,0.763115091376618,0.9247106737028806,0.030330195726878832,0.18183699832559252
0.0523526957620793,0.395544681694234,0.4203982049660228,0.8301244444992442,0.8963499423574344,3.0697666666666665e-18,0.5337607076074405,0.3227396562874086,0.5934412457615252,0.6653743538435835,0.03402626708456226,0.00030607210001533066,0.6838986618379699,0.9475088100249682,0.06460599162903542,0.04600463975001823,0.004293582657101415,0.9999494319538846,0.022218101729448075,0.9392887171241869,0.5488642028434781,0.4871085233539385,0.39911303558333616,0.5867838953120934,0.027214187136335832,0.40820513498264066,0.49982067554158166,0.9143529387527439,0.04885701479157329,0.3242542424826017
0.7214959949317384,0.30518224620929774,0.41910081158380813,0.4745651558844486,0.4398126085062969,2.847833333333333e-18,0.5018662155483229,0.3374141750485022,0.6475597952139478,0.635567783891946,0.19135048835257193,0.14428617529600546,0.7201011982788372,0.929691521985697,0.00046053238807427566,0.04375247712199109,0.28837136765029225,0.9995117781886302,0.02662555739322174,0.2225096986414527,0.5466874337728705,0.6068492916442233,0.47769303892012266,0.11976281646157855,0.025359101777941796,0.562845175950139,0.6664264750656232,0.8436835243317774,0.054534588375915134,0.2872120172802428
0.18746576510978658,0.4475509279790155,0.05865207951525081,0.3929277818583773,0.6609263463689048,2.8142e-18,0.49857991103660804,0.32251640821718003,0.4156048919759662,0.8223486743371686,0.14725798172633123,0.07372508256659131,0.02250067550173873,0.9296700076256592,8.873918754503657e-06,1.5761106668130404e-05,0.11701667101295878,0.9997920818963062,0.0005739257792560029,0.4723319516764268,0.5805034691823393,0.4644915826643069,0.37243038338125106,0.2442358451987063,0.006949593808293693,0.5669949736260281,0.7838875686676345,0.9130304937234633,0.014642163454355298,0.02791352168763883
0.23277171032071764,0.8198314824075559,0.4203982049660228,0.3924489794577184,0.7248377344917681,2.7912e-18,0.627958898275167,0.3227396562874086,0.7342468755516864,0.6653743538435987,0.2029080636254752,0.008237523872107595,0.7975286263919195,0.9321397033448476,0.008931077401245791,0.03181187529707383,0.0037945260581516834,0.9999980097752749,0.017144745001281214,0.41737937545174286,0.603979353728202,0.49500165867254897,0.38041888310771216,0.5207212164020968,0.024349663571150537,0.21986355294344306,0.4127881894128234,0.9894776349286035,0.03003137606454505,0.42494006491607805
0.0744118694197326,0.4784224828510233,0.39748255254743237,0.6932088639029836,0.5471758745357075,2.6615e-18,0.49900007288347525,0.31889765675523196,0.5958154003494268,0.6755461063865266,0.12513319718795232,0.054575293112283894,0.29621077520333294,0.9302405728533829,7.356506111965748e-05,0.00012947452156680345,0.11463473249850437,0.9998406310014233,0.020882620589256218,0.6093372472084139,0.573707800926845,0.5370431169364147,0.4701857348496311,0.4182828357931522,0.017962014629978824,0.6978326006034278,0.5901806430174856,0.9377501125651454,0.010159868519348572,0.052750751627860526
0.14285043046481874,0.45900144362775164,0.4192606776339698,0.6656323491669949,0.6921072377558624,2.7279266666666664e-18,0.43610117820692984,0.35710976879434564,0.6179376510479762,0.6288977822244456,0.10826048580550286,0.034620217329258886,0.8624508285124435,0.930705669030732,0.0203363252068183,0.39876314469584767,0.06698275289028426,0.9994891358534831,0.03515626508969521,0.5245202307022849,0.5422602847918919,0.6475021588392712,0.5970597478786185,0.5422753262203056,0.05443221628507732,0.5489803694333256,0.5537873863957488,0.8365319184707262,0.16614373225758255,0.3665254318621113
0.08942618460998006,0.4867939669569648,0.4202347569903358,0.9422925127790952,0.9581532379243681,2.8914666666666665e-18,0.49422745793826317,0.30357380372515824,0.6108529302546433,0.6555131732532933,0.00294848658212114,2.9472501434022476e-05,0.7792290404423716,0.942645754319107,0.43212846517339415,0.6686017869836146,0.0002995532693490958,0.9999132856644798,0.03433584554627157,0.5298246131606509,0.516722753701871,0.19838749668692984,0.3772563078845161,0.7429086583144355,0.3242992118819289,0.2946282496715501,0.5271438899315504,0.6829673652237965,0.031226654713880177,0.12115000662213093
0.14122449983554639,0.3895744600549145,0.4203982049660228,0.9183048254488295,0.8990133757135452,2.8089333333333332e-18,0.5012993187672671,0.3227396562874081,0.6060486153808691,0.6653743538435941,0.004700288176677045,0.002272507086850554,0.7761203339260048,0.9298350574240147,0.006396972991973864,0.4543793582556256,0.022322897119004887,0.999527919511323,0.04994497118690242,0.41078577434248376,0.5472211726979085,0.22803327604928136,0.43718809776008494,0.7034796832596006,0.12876464135319723,0.6062946801760442,0.489663371470861,0.7009817454299153,0.1574779620499029,0.5209407696771664
0.12030341454892565,0.444586584640933,0.4204140555886213,0.6412415915804882,0.6419692453995385,2.862533333333333e-18,0.6596734592547209,0.4748327072755708,0.5388661281191216,0.5699933299983325,0.13009018331563743,0.04370838710228328,0.9094722271503412,0.9323990506437742,0.09849788543543221,0.4797300776157704,0.067683272911351,0.9999248975181286,0.01799275713024602,0.512247577183485,0.572931206567342,0.7295474559896034,0.5980270279708069,0.3312788579501097,0.038984495457831385,0.31023464734960615,0.5616656759671697,0.8710099745816612,0.08725534140146421,0.3320763547696298
0.36133848526713225,0.3902691941160375,0.4203982049660228,0.9028385690793103,0.9315613808550571,3.1086666666666664e-18,0.5726295219071783,0.3227396562874086,0.5882120180922754,0.6653743538435887,0.006254869307799486,0.00013989368505739052,0.7206679667489767,0.9769096732267434,0.7334933375520706,0.36191216688275896,0.004720840214962494,0.9388413935522543,0.05155637818250582,0.4568318262947502,0.5637262917284465,0.7803455852805636,0.5611578649222256,0.7598498085430685,0.14805538564199525,0.2681113807797698,0.34271270771785217,0.6411836012436952,0.2533990736590468,0.6341085092143594
0.1234518418962211,0.47017201343611714,0.45480258243273425,0.28424902519117123,0.5937190971231516,2.7628999999999998e-18,0.49823439781167367,0.32403373832161475,0.5333933974152152,0.4859721527430382,0.1860793773238525,0.062134886156306315,0.1456235884539706,0.9296817513472178,7.802081198474262e-06,1.6300964888794464e-05,0.06108372663015781,0.9997421885807782,0.010264993673020133,0.36239434749900434,0.572225266546661,0.22315472678927162,0.3500467538111145,0.3077947135581249,0.009371477102111597,0.4393055458201106,0.7513148786911708,0.9245139731806898,0.02241147467503362,0.08357309233042065
0.37184333420474297,0.4052432937357878,0.42042824909754745,0.8734044262058631,0.9508035462804939,2.3194333333333333e-18,0.514108646485536,0.3410933536974099,0.6081427414789156,0.6658120727030181,0.008596468167611766,0.00012050236724547027,0.5904937178412364,0.9678847620769114,0.28614751469003785,0.0734980750715966,0.0023626784749457563,0.999984995345529,0.0362204191387324,0.7250158570943903,0.5982037386342148,0.7689982130795736,0.7653230280949663,0.7248819658723373,0.3325615606658814,0.18114585881619238,0.4762023522881838,0.6119963748466363,0.09487524279097564,0.7354856565283013
0.02741187856480403,0.4654766259683157,0.42006086396841946,0.4509348491695767,0.7431152115923572,2.9838666666666665e-18,0.496539857011732,0.17134948699955502,0.5939830400136361,0.659767383691846,0.133162023414767,0.016307937165018223,0.6692940900481972,0.9321358878027672,0.0004301624527375561,0.019816402636613665,0.009442788308303803,0.9986487116184761,0.05029815628182919,0.41075332261442926,0.5106661503449513,0.370757773958841,0.6364295608245742,0.6144057399903342,0.1627872788947137,0.3913090726420506,0.5301187319237928,0.9097434493885589,0.09995517705064992,0.18924630712227775
0.06413028636372092,0.45263396016342244,0.4203982049660228,0.5135859868244219,0.8720352972095472,2.7813733333333332e-18,0.5025965307465773,0.3227396562874086,0.6555953953576146,0.6653743538435823,0.23840973015524763,0.008495307562901077,0.7805555241046279,0.9298415609713466,0.0029490240743785595,0.09062603588676352,0.008390602123376745,0.9998693421904061,0.03310613598398747,0.4841089788031213,0.5435438285576994,0.5203637964791683,0.3169287596078111,0.425989441986691,0.03387381011359213,0.2573994236223277,0.5907873377656265,0.8567137103314347,0.05587927685641716,0.32543530913834884
0.2886531422623078,0.8572365379353293,0.42039820496602265,0.6115746193043676,0.7747523319652994,2.7749066666666664e-18,0.5003397622632141,0.3227396562874087,0.6067852120607052,0.6653743538436037,0.08789789436724435,0.012064144384829344,0.2469331039510141,0.9297376446242825,8.043118167412765e-05,0.0001645603891684314,0.04039495011990653,0.0,1.0,0.6975882465741301,0.7073084582595768,0.41267089029676557,0.279545110637753,0.4524859660210417,0.29938861449955256,0.5364076183656236,0.4998149470408451,0.0,0.06887793216793664,0.022072610226489653
0.03761935500757307,0.47144825113461597,0.4203982049660228,0.6923201065056821,0.8937297720948219,2.7777e-18,0.49124139918051646,0.3227396562874086,0.5862031180563587,0.6653743538435883,0.03866674857711436,0.004229836210054511,0.7520551547990916,0.9297412559332769,0.003389684464069134,0.23036769712925637,0.02089884729515755,0.9998246647943039,0.04306246060008722,0.8380216246515128,0.51955230611297,0.20585408811484168,0.23238002118471437,0.31104464849994423,0.22869619286902276,0.4894377119546077,0.8462515970787867,0.865348368840488,0.010010458688181683,0.005824796009574196
0.07937638181240811,0.47105417850032555,0.4203982049660228,0.9881054530680234,0.9916569641313481,2.6924266666666665e-18,0.45067895512427775,0.3227396562874086,0.6112139235035216,0.6653743538435886,0.00013373709012595215,2.0254432848059176e-06,0.5018843791658689,0.9384558806486524,0.7028415298978516,0.2901887080507091,0.0034657418438845964,0.9991841911654572,0.10603058031070353,0.35880105615624036,0.5763017383139474,0.578757021571293,0.44935277981476945,0.7807427785419533,0.3619620550722147,0.1604895717350493,0.19460782350589306,0.3396713989767096,0.22949350067234423,0.6707814386467564
0.20546137358342056,0.386239302529651,0.42076850931284115,0.5094332365912562,0.8426053812067311,2.7761266666666667e-18,0.49020195555474577,0.22310703523810826,0.7145718303514357,0.8374187093546773,0.1543416568935945,0.007991320308048978,0.7607113100446337,0.9297181563202807,0.0005250811487816158,0.05643108185147734,0.007787788453180207,0.9999214903054773,0.00550094982876961,0.33540041007183635,0.5683891160701755,0.21505459084652145,0.6137250565507715,0.46943194914309083,0.11935656402764228,0.644409854912042,0.7220891998688115,0.9178153933408856,0.03496190049305244,0.4101107703361804
0.03683666303281472,0.49986516705509376,0.4182668388486682,0.18607575649136343,0.24356335037985766,2.9689999999999998e-18,0.4824116230922181,0.29061544000623757,0.6521498274172242,0.7103968650992163,0.09199024377238559,0.0809637406696761,0.6387464311927448,0.9333126214036721,0.0010328126950463834,0.013322567085390834,0.17750683049631247,0.9825155271581322,0.0471434040016239,0.7978611361054977,0.5688977549055894,0.3568856285428476,0.7565697834580747,0.5266478307743783,0.6830262925085814,0.3431349536266123,0.33892572474370203,0.8664423512203118,0.3213805468399821,0.57065861731185
0.12217752349573824,0.46766642291688293,0.4207608781942724,0.6960003131930996,0.46462202612346737,2.5593333333333334e-18,0.4987870025987514,0.3026897551265645,0.5494037219438846,0.6530140070035018,0.10082579985867474,0.05606675589473188,0.8120028981062246,0.9302294995907521,0.0014647856353617234,0.20574013211424147,0.22927500438890283,0.9999891059198733,0.02070510828894146,0.5648164264747098,0.591804000157841,0.4450435786287737,0.4421979335203485,0.3569909662069222,0.021207099634503297,0.7127920853179123,0.6198555471134293,0.8850329704768493,0.02465262214253698,0.26417687871775075
0.4123279346928376,0.9374899748072805,0.4203982049660228,0.8270857704401605,0.8690084538680484,2.807333333333333e-18,0.5118010303901316,0.3227396562874086,0.632779161010294,0.6653743538435949,0.01807292630892782,0.005753435642348077,0.8210538572303386,0.9299930966025794,0.021980175652492946,0.40054005508699514,0.01971256521568688,0.9999340325997015,0.019584849315970605,0.4442081040815424,0.5670770330197713,0.7654260821983396,0.679018596764869,0.4936785754117254,0.2443408673848534,0.20950237189804655,0.3678003853275011,0.945998129915088,0.06603914537576573,0.6206263144290155
0.027361107651050563,0.5367261258881142,0.42014050589753543,0.6026557510567998,0.7423765925960818,2.6939999999999997e-18,0.6431904058015246,0.36520196669280963,0.8519014543218744,0.6557862264465566,0.05072248152135482,0.003761366138939529,0.9681801339317617,0.9127546891624022,0.8984464632517261,0.8296447392571182,0.0055814486617681396,0.9997360918142066,0.04680585470517045,0.39508503827828834,0.5319571806951833,0.7708424175579894,0.7874932585272354,0.5022528718539723,0.12179725296112998,0.5107223559990796,0.275420206322084,0.9142953367645287,0.28895861347676677,0.5441744921913239
0.04366330117526783,0.6268654878612607,0.4203982049660228,0.32129831683431376,0.41219502282022,2.7757333333333333e-18,0.4944775963029857,0.3227396562874086,0.8196433898057454,0.6653743538435619,0.17196358789479876,0.18610985289717535,0.3285205287063976,0.9300476300276801,8.108165625297219e-05,0.0001333980813126133,0.20809663085662863,0.9997117137275415,0.026233742678537363,0.4552859439765168,0.5386738681398167,0.5247655201306418,0.17672164604454993,0.23145395739618574,0.03217847158680168,0.5223867431640298,0.7622647978076524,0.8917764177051658,0.030927835051546386,0.1291890176916467
0.012883513549054003,0.47670215978034214,0.26071500573686146,0.1275898867795051,0.12728002107274505,2.8705333333333334e-18,0.5021736357693876,0.4142548536675976,0.49401895671124796,0.7123353343338336,0.04800323869118925,0.1108073815692383,0.3680125421277044,0.930189006126599,0.00010615383751976903,0.0083912719943414,0.2337572246453511,0.9413150713100421,0.03862741235077239,0.49730503149292704,0.5566177774039581,0.44659005993450807,0.2556909670084932,0.5459013346221049,0.14904520936439972,0.5271590292389302,0.779834015058879,0.8781901508484006,0.08023307933662033,0.44836881238639215
0.011651451685483965,0.46920159836954983,0.41919136100948057,0.3835050757905082,0.5964486050220603,2.7458666666666667e-18,0.49813816884823614,0.37839573271690713,0.7934972514594962,0.5862931465732866,0.29476579983701917,0.06636127278326638,0.6588753521985213,0.9306974061004615,0.00017944786756490802,0.009058965494944128,0.08860427777408486,0.9991034354695685,0.030654074882230244,0.39069225436254484,0.5682946890503152,0.2977325775258419,0.28187310123267095,0.3740856537417748,0.33198060794791034,0.48487066059770256,0.6810402323871807,0.9071462166198515,0.03780068728522337,0.21387115700464698
0.6412498852924231,0.47082739684666414,0.4203982049660228,0.9203017131080482,0.9189372101721792,2.5836666666666665e-18,0.5727183486426591,0.3227396562874086,0.6433228424109235,0.6653743538435899,0.011415897803334484,0.0003538742877668225,0.8377315297272951,0.9570071270858355,0.38187569020999296,0.5013637403746217,0.0015567395650639927,0.9950691004419348,0.13097335788705544,0.7543551694127713,0.5370248646556105,0.42594882054701994,0.5669227456321075,0.49699691438343435,0.6402064576140092,0.2932864281301434,0.31206856888559914,0.4549305465946315,0.6771253548483489,0.5675234221893213
0.15897098394976894,0.6903026900540653,0.4203982049660228,0.639144875185446,0.7410747667826253,2.144e-18,0.4382073398214811,0.3227396562874086,0.6519915504446974,0.6653743538435947,0.05621887404475542,0.018648848995532902,0.6249919702833364,0.9811011105567625,0.11932608145003447,0.03194895405110036,0.09113237101312921,0.9999298136848389,0.03979733797771733,0.6915581254701813,0.5127387178415661,0.47446875454211235,0.2993485506318554,0.5284731774415405,0.1867106813000157,0.48981538333567054,0.6098078674159466,0.7418442940817208,0.1818317645301061,0.7395708635194803
0.026213874208596555,0.4647969485672231,0.4204465902078455,0.6613387746983412,0.7473872454249143,2.8072999999999997e-18,0.5277715649676465,0.329083020304452,0.6256445220948565,0.0,0.023479285558925908,0.030772162793139688,0.7212091506130904,0.9423663166540605,0.04149896633988113,0.042156896158695084,0.044969635610279064,0.9999967528986231,0.03444621588843618,0.5955039605859012,0.5691608231526123,0.5276442574875386,0.5082123748220057,0.7906948213688241,0.15792410003387036,0.30278041138447553,0.3537401741370691,0.7398292761352857,0.04123711340206185,0.6935888014966657
0.14102583104259803,0.4551300680297784,0.4197670290864189,0.44638153222213417,0.28087186900961036,2.8446466666666666e-18,0.5014689436679065,0.3207323729194471,1.0,0.6234784058696015,0.16257950309874894,0.14912393507356392,0.6020848200286607,0.9298320715788462,7.754018354592967e-05,0.005721422339339269,0.3316169740603061,0.999932493548174,0.012717974527628732,0.4180815128405588,0.5614607069560916,0.40919827976846984,0.2641687327583196,0.3501232387821109,0.0037041043814107256,0.6011911547383239,0.7154109716314283,0.8986551623890177,0.01718213058419244,0.1993636915916851
0.008675834653324534,0.3172796580583679,0.42039820496602265,0.8740553471165627,0.9102625666248692,2.7700666666666665e-18,0.500778201919113,0.3227396562874086,0.6031235351770571,0.6653743538435875,0.011407291098344026,0.0012856069692787494,0.27621105288544756,0.9297326962268033,0.0003034066398067163,0.0006315426667843814,0.012145244559891053,0.9971218283406115,0.14558363193109652,0.23375274733379559,0.8291500856238876,0.5349009498892794,0.537089934156666,0.6782296739655749,0.2658702916390733,0.1450167481535144,0.40352347517767,0.5632129538915879,0.08949648886896758,0.5744718210732203
0.203680922781855,0.4666863553588783,0.4204016189780365,0.5036344075166094,0.6576139666103155,2.6029e-18,0.4905701309852707,0.22395576775779585,0.6662669158514387,0.7237368684342171,0.17510483690514167,0.003329923702874905,0.8666664574262632,0.9303231138678276,0.005166853288425629,0.19995765072846194,0.0026691346788090134,0.9997383743487448,0.03250185836063619,0.6541294823949375,0.5348666189684516,0.6956523969528304,0.5450629139458276,0.6255883118331537,0.13480671138903916,0.4102560053017684,0.7586296430262769,0.9185669544555736,0.03391603167488422,0.266140004645089
0.05587039478642631,0.4835885802440014,0.4203634826539562,0.7672354703577972,0.8645106653475987,2.553e-18,0.4872049642757091,0.5036497103622878,0.5813878455460251,0.6438010672002668,0.05603920412030019,0.001550396277115557,0.9493836409442903,0.9308188503266448,0.04766597127199983,0.5386129742521348,0.0015601058109073183,0.9999727490381338,0.0003884116291343123,0.46074668476096353,0.5573569629760404,0.5484802626516532,0.668045613095723,0.664136213242128,0.10456380520997102,0.07277989122639927,0.28369242274108125,0.9682164125021663,0.04527117884356791,0.3639828694749193
0.010924260833835,0.46823957615844053,0.37770158388686526,0.48288317406060144,0.7550998750931563,3.1322333333333333e-18,0.5188292180741908,0.32759275057216625,0.6687202089256037,0.8852759713189928,0.05171602050758072,0.007702565172708716,0.493248149973409,0.9364649909973098,0.002838501215937551,0.0028924865951950045,0.03884306817542658,0.9999155605894833,0.06619332505923667,0.6237369639933327,0.4819993138504346,0.8008276263027847,0.4294114451777614,0.12389679913751445,0.39893374045184093,0.8221997874673758,0.7009919571943664,0.7072963307665613,0.019273868220528914,0.07526571700403278
0.05312781940186818,0.43871172735249997,0.42054253351099496,0.7811927168083771,0.8289326704577882,2.379e-18,0.6877580815247223,0.3124452486114359,0.5979886649337367,0.661434884108721,0.017791721062926164,0.00023414584700375685,1.0,0.7146292361598551,1.0000000000000002,0.891182676322978,0.0,0.9998869913007329,0.020342725665500966,0.36009617512132525,0.5701429244959136,1.0,0.9999999999999998,0.7923863340644635,0.11632946267434394,0.30529956909328726,0.011106049088865033,0.9676145818029124,0.16300612580307786,0.5512741283900033
0.00791742441992654,0.4720573110781918,0.42039456454603646,0.6595581304762829,0.8387085563850614,2.7700666666666665e-18,0.38900131418016337,0.17421375859396132,0.6090254399795457,0.6285017508754377,0.1560193694332095,0.007610240634343059,0.9366365697582286,0.9309933526066253,0.08017835304657375,0.5519865112303338,0.004565183302738846,0.9999725567409347,0.009636802475533196,0.5656188692047852,0.5493425526284319,0.6294380178008054,0.8894437266473443,0.5732071824231384,0.042016247668252335,0.28543276611106194,0.4446787272252177,0.932039339888442,0.0502017032720753,0.3890136447888949
0.04950006417317359,0.49957842767236255,0.4203982049660228,0.8505971589117316,0.8942080259284059,2.8629999999999997e-18,0.37356766889037185,0.3227396562874086,0.5606413869932854,0.6653743538435897,0.024764738594597813,0.0012841396737173132,0.7501355756696773,0.9628952733262559,0.2459243349828875,0.17254288327146125,0.008195317253756986,0.9998989358669356,0.02780100153727491,0.5602584337615978,0.5403835100616968,0.0,0.23238002118471437,0.5954013160340533,0.11982387406287756,0.2706496876293397,0.5378083028013065,0.6901064065185499,0.018676228895861346,0.18654866850380147
0.01982840692540492,0.409664757555457,0.4203982049660228,0.9419764406061113,0.9295500403082244,2.8315266666666664e-18,0.48385653798937267,0.3227396562874086,0.6090830284472419,0.6653743538435885,0.011472099190299836,0.0009059658206330606,0.7271912483561944,0.9306484220712441,0.01405443200908502,0.37766540676443155,0.017946820133388556,0.9998793240484054,0.052508322383675636,0.4415057601817297,0.512474442859465,0.5956387171792307,0.3714464193564657,0.77456782780029,0.2567337839272444,0.44719949144554094,0.46553322959486726,0.6546318885300993,0.022112655012699836,0.324626777338364
0.09458274350250559,0.6600199560306841,0.41886744621110866,0.27326473482311386,0.40428967573548436,2.6988566666666667e-18,0.5001824364490259,0.3483497759492915,0.8093797368949709,0.8166562447890612,0.14226410972011555,0.09042491999081852,0.4731361227194758,0.9298650392665233,2.2907546418308633e-05,0.0008263931338601264,0.1983903379369941,0.9999220652567359,0.01746665849926135,0.7486318646467924,0.5344856527042994,0.7777190687494122,0.2933450508859944,0.13364437339678054,0.0049094852208904395,0.6370738494854696,0.9334522576902919,0.892538724761864,0.019423278051695803,0.19679417681153677
